f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
House,Private room,Private,flexible,Real Bed,Hackney,45.0,2.0,1.0,85.0,4.0,1.0,0.2,0.0,1.0,1.0,586.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,45.0,6699875,Hackney,flexible,Private room,House,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.6094379124341005,1.0,6.375024819828097,40.640941453424254,259.0870104667602,343396.0,201230056.0,4.442651256490317,1.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,20.0,2.0,2.0,90.0,2.0,1.0,0.11,0.0,5.0,1.0,545.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.0,7611323,Hackney,flexible,Private room,House,2.995732273553991,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,1.0986122886681098,1.0,6.302618975744905,39.72300595341976,250.3589710956512,297025.0,161878625.0,4.499809670330265,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,125.0,4.0,1.0,93.0,8.0,1.0,0.68,0.0,2.0,2.0,353.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,125.0,11492038,Hackney,strict,Entire home/apt,Apartment,4.8283137373023015,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.19722457733622,1.0,5.869296913133774,34.44864625452165,202.18933312330128,124609.0,43986977.0,4.532599493153256,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,39.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,4.0,1.0,405.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,39.0,16301759,Hackney,flexible,Private room,House,3.6635616461296463,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,85.0,2.0,1.0,90.0,2.0,1.0,0.06,0.0,2.0,1.0,1020.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,85.0,2891836,Hackney,strict,Entire home/apt,Apartment,4.442651256490317,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,6.928537818164665,48.00463629773798,332.6019380361178,1040400.0,1061208000.0,4.499809670330265,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,32.0,2.0,2.0,87.0,3.0,1.0,0.71,0.0,1.0,1.0,126.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,32.0,15605784,Hackney,flexible,Private room,House,3.4657359027997265,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,1.3862943611198906,1.0,4.844187086458591,23.466148528612173,113.67441367122237,15876.0,2000376.0,4.465908118654584,1.0,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,55.0,1.0,1.0,96.0,0.0,1.0,0.52,20.0,2.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,55.0,5251057,Hackney,moderate,Private room,House,4.007333185232471,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,50.0,2.0,1.0,90.0,2.0,1.0,0.21,0.0,1.0,1.0,279.0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,50.0,12723669,Hackney,flexible,Private room,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,5.634789603169249,31.750853871984265,178.90938128960303,77841.0,21717639.0,4.499809670330265,1.0,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,65.0,2.0,1.0,95.0,8.0,1.0,0.4,0.0,1.0,1.0,603.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,65.0,6825417,Hackney,moderate,Private room,House,4.174387269895637,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.19722457733622,1.0,6.403574197934815,41.00576250845651,262.5834427657949,363609.0,219256227.0,4.553876891600541,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,85.0,4.0,1.0,95.0,4.0,2.0,3.53,20.0,2.0,2.0,33.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,85.0,16262593,Hackney,strict,Entire home/apt,Apartment,4.442651256490317,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,1.6094379124341005,1.0,3.5263605246161616,12.43521854957117,43.85106380818242,1089.0,35937.0,4.553876891600541,2.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,70.0,7.0,1.5,100.0,2.0,2.0,0.3,10.0,3.0,3.0,202.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,70.0,11798087,Hackney,flexible,Entire home/apt,House,4.248495242049359,49.0,1.9459101490553128,3.786566308196472,1.0986122886681098,1.0,1.0986122886681098,1.0,5.313205979041787,28.230157775725395,149.99264308327716,40804.0,8242408.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,72.0,2.0,1.0,100.0,2.0,1.0,0.7,0.0,7.0,1.0,85.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,72.0,15607202,Hackney,flexible,Entire home/apt,Apartment,4.276666119016055,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,4.454347296253507,19.84120983564093,88.37963938578568,7225.0,614125.0,4.605170185988092,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,25.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,3.0,405.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.0,14165367,Hackney,flexible,Private room,Apartment,3.218875824868201,1.0,0.0,0.0,1.0986122886681098,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,31.0,2.0,1.0,88.0,17.0,1.0,1.47,0.0,1.0,1.0,345.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,31.0,11478677,Hackney,moderate,Private room,Apartment,3.4339872044851463,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.8903717578961645,1.0,5.846438775057725,34.18084635049847,199.83622546784457,119025.0,41063625.0,4.477336814478207,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80.0,3.0,1.0,80.0,1.0,1.0,0.49,0.0,1.0,3.0,60.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,80.0,16131347,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,9.0,1.0986122886681098,1.206948960812582,1.0986122886681098,1.0,0.6931471805599453,1.0,4.110873864173311,16.899283927143212,69.47082461933715,3600.0,216000.0,4.382026634673881,1.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,46.0,2.0,1.0,99.0,15.0,1.0,1.46,10.0,1.0,1.0,308.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,46.0,12197842,Hackney,moderate,Private room,Apartment,3.828641396489095,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.772588722239781,1.0,5.733341276897746,32.871202197379475,188.46182037948762,94864.0,29218112.0,4.59511985013459,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,98.0,3.0,1.0,97.0,6.0,2.0,0.18,20.0,3.0,1.0,1017.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,98.0,2367250,Hackney,flexible,Entire home/apt,Apartment,4.584967478670572,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,1.9459101490553128,1.0,6.925595197110468,47.963868834239584,332.1783396332461,1034289.0,1051871913.0,4.574710978503383,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,64.0,2.0,1.0,96.0,0.0,4.0,0.52,20.0,2.0,1.0,405.0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,64.0,14425770,Hackney,flexible,Private room,Apartment,4.158883083359672,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Couch,Hackney,35.0,4.0,1.0,99.0,33.0,2.0,1.01,10.0,2.0,2.0,975.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,35.0,3154702,Hackney,moderate,Entire home/apt,Apartment,3.555348061489413,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,3.5263605246161616,1.0,6.883462586413092,47.38205717854881,326.15261785582663,950625.0,926859375.0,4.59511985013459,2.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,50.0,2.0,2.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,50.0,7079383,Hackney,moderate,Private room,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,30.0,2.0,1.0,100.0,2.0,1.0,0.12,0.0,2.0,1.0,502.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30.0,8266474,Hackney,flexible,Private room,Apartment,3.4011973816621555,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,6.220590170099739,38.6957420643415,240.71035271015774,252004.0,126506008.0,4.605170185988092,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,209.0,7.0,2.0,96.0,0.0,6.0,0.52,20.0,20.0,3.0,405.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,209.0,16655032,Hackney,strict,Entire home/apt,Apartment,5.342334251964811,49.0,1.9459101490553128,3.786566308196472,1.0986122886681098,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,90.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,90.0,5120685,Hackney,strict,Private room,Apartment,4.499809670330265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
House,Private room,Private,moderate,Real Bed,Hackney,40.0,2.0,1.0,97.0,23.0,1.0,1.94,0.0,2.0,1.0,354.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.0,1188467,Hackney,moderate,Private room,House,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.1780538303479458,1.0,5.872117789475416,34.48176733347365,202.48099937144286,125316.0,44361864.0,4.574710978503383,2.0,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,85.0,2.0,2.0,100.0,2.0,1.0,0.1,0.0,2.0,1.0,580.0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,85.0,7079353,Hackney,moderate,Private room,House,4.442651256490317,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,1.0986122886681098,1.0,6.364750756851911,40.51005219684697,257.8363853799922,336400.0,195112000.0,4.605170185988092,2.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,25.0,1.0,1.0,100.0,1.0,1.0,0.38,0.0,60.0,1.0,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,25.0,13640263,Hackney,strict,Private room,House,3.218875824868201,1.0,0.0,0.0,0.0,1.0,0.6931471805599453,1.0,4.3694478524670215,19.092074535428665,83.42182407796909,6084.0,474552.0,4.605170185988092,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,49.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,49.0,6955534,Hackney,flexible,Private room,Apartment,3.8918202981106265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,107.0,4.0,1.0,100.0,8.0,1.0,0.7,0.0,2.0,2.0,340.0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,107.0,11291304,Hackney,moderate,Entire home/apt,Apartment,4.672828834461906,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.19722457733622,1.0,5.831882477283517,34.01085322884653,198.3472989827716,115600.0,39304000.0,4.605170185988092,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,30.0,1.0,1.0,97.0,6.0,1.0,0.86,15.0,2.0,1.0,209.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30.0,14295554,Hackney,flexible,Private room,Apartment,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,1.9459101490553128,1.0,5.3471075307174685,28.591558945055464,152.88214015005846,43681.0,9129329.0,4.574710978503383,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,36.0,2.0,1.0,85.0,23.0,1.0,2.78,0.0,1.0,1.0,247.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,36.0,13477925,Hackney,flexible,Private room,Apartment,3.58351893845611,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.1780538303479458,1.0,5.5134287461649825,30.39789653903837,167.5966366012832,61009.0,15069223.0,4.442651256490317,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,300.0,2.0,2.0,96.0,0.0,1.0,0.52,0.0,5.0,1.0,405.0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,300.0,16130309,Hackney,flexible,Entire home/apt,Apartment,5.703782474656201,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,45.0,2.0,1.5,100.0,4.0,1.0,0.46,10.0,1.0,1.0,258.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45.0,11673845,Hackney,flexible,Private room,House,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.6094379124341005,1.0,5.556828061699537,30.878338107291437,171.58561569324323,66564.0,17173512.0,4.605170185988092,1.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,40.0,1.0,2.0,100.0,2.0,1.0,0.38,0.0,3.0,1.0,159.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,40.0,15081648,Hackney,flexible,Private room,House,3.688879454113936,1.0,0.0,0.0,0.0,2.0,1.0986122886681098,1.0,5.075173815233827,25.757389254835076,130.7232274949241,25281.0,4019679.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,150.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,2.0,405.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,150.0,6824107,Hackney,flexible,Entire home/apt,Apartment,5.010635294096256,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,40.0,2.0,1.0,92.0,13.0,1.0,0.73,0.0,1.0,1.0,535.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40.0,7740935,Hackney,moderate,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.6390573296152584,1.0,6.284134161070802,39.49034215433703,248.16260816444367,286225.0,153130375.0,4.5217885770490405,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250.0,5.0,1.0,97.0,83.0,2.0,2.84,30.0,3.0,3.0,875.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,250.0,3677078,Hackney,strict,Entire home/apt,Apartment,5.521460917862246,25.0,1.6094379124341005,2.590290393980234,1.0986122886681098,1.0,4.430816798843313,2.0,6.775366090936392,45.90558566621068,311.0271485074195,765625.0,669921875.0,4.574710978503383,3.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,85.0,5.0,1.0,96.0,0.0,1.0,0.52,0.0,7.0,2.0,405.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85.0,3018493,Hackney,flexible,Entire home/apt,House,4.442651256490317,25.0,1.6094379124341005,2.590290393980234,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,40.0,2.0,1.0,91.0,49.0,1.0,4.84,10.0,2.0,1.0,303.0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,40.0,12852067,Hackney,moderate,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.912023005428146,1.0,5.717027701406222,32.684405738646106,186.85765301184028,91809.0,27818127.0,4.51085950651685,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90.0,3.0,1.0,93.0,9.0,2.0,0.26,25.0,3.0,1.0,1035.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90.0,2758609,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,2.302585092994046,1.0,6.943122422819428,48.20694897825793,334.70674838665474,1071225.0,1108717875.0,4.532599493153256,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,25.0,2.0,2.0,80.0,4.0,1.0,0.2,0.0,1.0,1.0,614.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,25.0,5248956,Hackney,flexible,Private room,House,3.218875824868201,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,1.6094379124341005,1.0,6.421622267806518,41.23723255038852,264.8099308082907,376996.0,231475544.0,4.382026634673881,1.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,30.0,1.0,1.5,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,30.0,16914355,Hackney,strict,Private room,Apartment,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90.0,3.0,1.0,100.0,10.0,1.0,1.28,0.0,2.0,1.0,234.0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,90.0,9787719,Hackney,flexible,Entire home/apt,Apartment,4.499809670330265,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,2.3978952727983707,1.0,5.459585514144159,29.80707398625274,162.73426935436865,54756.0,12812904.0,4.605170185988092,2.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,35.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,6.0,1.0,405.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,35.0,16127912,Hackney,moderate,Private room,Apartment,3.555348061489413,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
